,제목,분류
321,"
							발급받으신 가상계좌번호는 주문하신 날로부터 5일 이내에 결제가 안되면 입금이 되지 않습니다.
*이 경우 새로 다시 주문하시고 발급받은 가상계좌로 입금해주셔야 결제처리 됩니다.
또한 주문금액과 입금금액 동일하게 해주셔야 입금처리 됩니다.
(주문이 자동취소된 이후에 상품이 품절이 될수도 있으니 참고하여 이용해주세요)						",주문
322,"
							입금확인 된경우 [""MY PAGE""의 주문/배송조회] 에서 조회하실 수 있습니다.
정상적으로 확인되면 홈페이지에 등록된 핸드폰번호로 문자 발송됩니다.						",주문
323,"
							주문금액과 입금금액이 동일하지 않으면 자동으로 입금확인처리가 되지 않기때문에
반드시 주문후 게시판에 글 남겨주셔야 확인후 주문서 수동 입금확인  처리가 진행되는 부분이오니 
게시판 또는 톡톡에 꼭 주문자 성함과 연락처 입금자 성함과 입금하신 금액 확인후 글 남겨주시면 확인하여 
입금확인처리 도와드리겠습니다 ^^* 						",주문
324,"
							전체 주문 취소 시 사용하신 적립금 모두 환급되며  실 결제 금액만 환불 처리됩니다.
부분취소시 상품취소 후  남은 주문금액(결제금액)에 따라 적립금 환급 여부가 결정됩니다.						",주문
325,"
							카드취소를 하게되면 바로 승인되어 취소가 되는것이 아니랍니다.
  취소접수된 다음날 정오에 카드사로 취소정보가 전송되며 취소처리는 정상적으로 진행됩니다.
  하지만 고객님이 확인 가능할때까지의 시간이 다소 걸리니 참고부탁드립니다.
  카드사마다 처리확인 시간이 다르며 적용되기까지 3~7일정도 소요됩니다.
  결제당일 바로 취소하는 경우는 바로 취소확인이 가능하구요.
  결제일 다음날부터는 취소를 하더라도 카드사에 전송되어 적용되기까지의 소요기간이 있는점 참고하여 주시기 바랍니다.						",주문
326,"
							구매포인트의 적립금은 현금이 아니기 때문에 적립금으로 구매시 구매금액의 적립금이 적용되지 않습니다.
",주문
327,주문을 따로따로했는데 묶음배송이 가능한가요?,배송
328,주문한 상품이 어디쯤오고 있나 궁금해요!,배송
329,퀵 발송도 해 주나요?,배송
330,주문을 따로따로했는데 묶음배송이 가능한가요?,배송
331,일부 상품이 배송되지 않았습니다.,배송
332,주문시 배송비는 얼마인가요?,배송
333,주문한 상품의 배송주소와 수취인을 변경하려면 어떻게하나요?,배송
334,방문해서 구매 가능 한가요?,배송
335,출고예정일 알고 싶어요,배송
336,상품을 아직 못받았는데 수령을 눌렀어요.괜찮을까요?,배송
337,배송메세지의 기능은 무엇인가요?,배송
338,제주도및 도서산간지방의 배송비는 추가 금액이 있나요?,배송
339,오늘출발 상품을 시켰는데 안오네요.,배송
340,부분배송 안내 문자가 왔어요. 어떤 상품이 오는거죠?,배송
341,메일로 출고가 되었다고 EMS송장번호 받았는데 왜 이렇게 늦나요?,배송
342,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.
",배송
343,"
							상품구매후 아뜨랑스에서 발송안내문자메시지를 보내드리고 있습니다. 발송안내메시지가
발송되고 지역에따라 1~2일이내 수령가능하며  당일 오후 9시이후부터 CJ대한통운 사이트에서 조회가 가능합니다.

주문내역에서 송장번호를 복사하셔서 아래주소를 조회하시면 상품조회가 가능합니다!
CJ대한통운
https://www.doortodoor.co.kr/main/index.jsp						",배송
344,"
아뜨랑스는 2021년 4월부터 오늘 출발 상품에 한해서 [오늘도착][새벽도착] 서비스를 진행하고 있습니다.주문시 배송방법에서 [오늘도착] [새벽도착]을 이용하시면 보다 빠르게 받아 보실 수 있습니다.2021년6월28일부터 [오늘도착] 서비스지역이 경기 일부지역까지 확대 서비스 됩니다.[오늘도착]이 확대 서비스 되는 경기도 지역은 [성남  하남  과천  광명  안양  고양 일산서구  고양 일산동구  부천  인천 계양구  인천 부평구  인천 미추홀구] 입니다.해당 지역에 거주하시는 아띠님들은 아뜨랑스의 빠른 [오늘도착] 서비스를 경험 하실 수 있습니다.  또한 오늘 출발 상품을 구매하시면 구매한 다음날에 수령하실 수 있으니 가급적 퀵요청은 하지말아주세요^^* ",배송
345,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.
",배송
346,"
							걱정하지 마세요. 고객님.
아뜨랑스에서는 상품을 기다리시는 고객의 마음을 헤아려 
일부 상품 준비가 늦어질 경우 준비된 상품부터 먼저 보내 드리고 있습니다.

마이페이지에서 배송정보를 확인하실 수 있으며 
먼저 보내 드리는 상품에는 선배송 안내장과 함께 발송해 드리고 있습니다.

다른 상품도 빠르게 배송해 드릴 수 있도록 최선을 다 하겠습니다.						",배송
347,"
							배송비는 8만 이하 주문시 3 000원이며  8만원 이상 구매시 배송비는 무료입니다.
-제주도및 도서산간지방은 3 000원의 배송비가 추가로 발생됩니다.

교환시 왕복배송비도 동일하게 편도 3 000원+3 000원입니다.
-제주도및 도서산간지방은 3 000원의 배송비가 추가로 발생됩니다.(왕복시 6 000원 추가금액이 있습니다)						",배송
348,"
아뜨랑스는 고객의 기분 좋은 쇼핑을 위해 교환 및 환불이 원활하게 이루어질 수 있도록 24시간 내내 [마이 페이지]내 [주문내역]에서  직접 신청하실 수 있습니다.  교환/반품에 다른 문의 사항이 있으신경우 고객센터(1644-3225)  1대1 게시판  네이버 톡톡 카카오 상담톡을 통해 문의 해주시면 빠르게 상담 받으실 수 있습니다.배송지 변경(상품 준비중 단계까지만 적용)-[마이페이지] ☞ [주문내역] ☞ [주문번호]-[배송지 변경] ☞ [배송지 추가 - 작성 등록]☞ [배송지 선택]  ☞ [배송지 변경] - [배송지 변경 팝업-확인]  ",배송
349,"
죄송하게도  방문구매는 어렵습니다
대신  사이트에서 구매후 방문수령은 가능하신데요 
1.아뜨랑스 쇼룸 방문 수령 주문시 아뜨랑스 쇼룸으로 배송지를 선택하시면 아뜨랑스 쇼룸에 상품이 도착하면 주문 하신 직원이 고객에게 연락  방문 예정시간을 확정후 쇼룸 방문을 통해 방문 수령이 가능 합니다.쇼룸 방문 수령시 구매 상품을 시착 하신후 상품 반품을 원하시는 경우 쇼룸에 반품하시면 됩니다. 반품비는 청구되지 않습니다.주소 : 서울시 성동구 하왕십리동 286-2번지 모노퍼스 주상복합 1층 아뜨랑스 2.풀필먼트센터 방문 수령사이트 구매하셔서 고객센터 전화접수 또는 네이버 톡톡  카카오 상담톡으로 문의후 풀필먼트센터 방문예정시간을 확정받으시면 됩니다. 주소 : 서울 구로구 구로동 237-14 아뜨랑스 물류센터 ",배송
350,"
							금일 주문 결제건은 당일날 출고예정일 안내드리기 어렵습니다. 익일오후 1시이후부터 출고예정일 안내 드릴수 있답니다. 익일 오후에도 출고예정일 알수 없는 상품들이 있을수는 있습니다.  그럴경우 휴대폰번호와 문의글을  1:1문의게시판 또는 톡톡에 남겨주시면 출고예정일 확인되는데로 문자 안내 드릴수 있습니다.
",배송
351,"
							수령버튼은 고객님께서 상품을 받으셨는지 여부만 확인할뿐 직접적인 배송은 택배측에서 하는것이기 때문에 아무 지장없이 배송됩니다.
수령을 누르게 되면 배송완료가 되면서 교환/반품신청서를 작성하실수 있고 적립금이 쌓이게 된답니다.						",배송
352,"
							배송 메시지란은 배송을 담당하는 택배사 기사님께서 확인을 하는 메세지이므로
CJ대한통운택배 기사님께 전달하실 사항을 남겨주시면 되십니다.
ex) 부재시 경비실에 맡겨주세요./ 오시기전에 전화주세요.
 ※ 동일한 상품을 다량 구매하신 후 
배송메시지를 통해 옵션 변경을 요청하시는 경우가 있으나 배송팀 측에서 확인이 안될 경우가 있으므로 
위와 같은 경우에는 배송메시지에 남기지 마시고  고객센터 또는 톡톡에 문의를 주셔서 변경을 꼭 요청해주세요.						",배송
353,"
							제주도및 도서산간지방의 배송비는 3 000원의 추가 금액이 발생 합니다 
이에 따라 반품시에는 왕복 6 000원의 비용이 추가 발생됩니다.
제주도및 도서산간지방 배송비 :3 000원+3 000원 =6 000원
제주도및 도서산간지방 반품 배송비 :6 000원+6 000원 =12 000원 입니다.
자세한 문의는 1:1게시판이나 고객센터(1644-3225) 네이버 아뜨랑스 톡톡으로 해주세요.						",배송
354,"
							오늘출발은 상시구비상품인경우이나  일부 품목이 주문량이 예상외로 폭주할 경우 일시소진된후 재생산에 들어가 부득히 오늘출발이 어려운경우가 있답니다..
이런 경우 사이트상 알림 또는 안내수정이 이루어지나 한번에 많은 일을 정해진 시간내 처리해야하는 업무 특성상 다소간 대처가 늦어질수 있으니 따뜻한 이해와 너그러운 이해를 부탁드립니다
※ 오늘출발은 오늘출발 단품이나  오늘출발에 해당하는 상품끼리 주문하실경우에만 해당됩니다.
(일반상품과 함께 주문하실경우 오늘출발이 되지 않을 수 있습니다)
",배송
355,"
							주문상품들의 입고일자 간격이 클 경우 준비된 상품을 우선 발송해드리고 있습니다
이때 발생하는 배송료는 아뜨랑스가 부담하며  우선발송 상품은 마이페이지에서 주문내역 조회시 주문 상품별 운송장 조회가 가능합니다. 
만일 조회가 명확히 되지 않으실 경우  고객센터(1644-3225)나 관련 게시판 / 톡톡에 문의남겨주시면 최대한 빠른 안내드리도록 하겠습니다.						",배송
356,"
							주문상품들의 입고일자 간격이 클 경우 준비된 상품을 우선 발송해드리고 있습니다
이때 발생하는 배송료는 아뜨랑스가 부담하며  우선발송 상품은 마이페이지에서 주문내역 조회시 주문 상품별 운송장 조회가 가능합니다. 
만일 조회가 명확히 되지 않으실 경우  상담센터나 관련 게시판 / 톡톡에 문의남겨주시면 최대한 빠른 안내드리도록 하겠습니다.						",배송
357,주문을 따로따로했는데 묶음배송이 가능한가요?,배송
358,주문한 상품이 어디쯤오고 있나 궁금해요!,배송
359,퀵 발송도 해 주나요?,배송
360,주문을 따로따로했는데 묶음배송이 가능한가요?,배송
361,일부 상품이 배송되지 않았습니다.,배송
362,주문시 배송비는 얼마인가요?,배송
363,주문한 상품의 배송주소와 수취인을 변경하려면 어떻게하나요?,배송
364,방문해서 구매 가능 한가요?,배송
365,출고예정일 알고 싶어요,배송
366,상품을 아직 못받았는데 수령을 눌렀어요.괜찮을까요?,배송
367,배송메세지의 기능은 무엇인가요?,배송
368,제주도및 도서산간지방의 배송비는 추가 금액이 있나요?,배송
369,오늘출발 상품을 시켰는데 안오네요.,배송
370,부분배송 안내 문자가 왔어요. 어떤 상품이 오는거죠?,배송
371,메일로 출고가 되었다고 EMS송장번호 받았는데 왜 이렇게 늦나요?,배송
372,"

배송(출고)된 당일은 송장 추적이 불가하며 익일부터 송장 추적이 가능 합니다.

아뜨랑스 출고 ☞ cj 대한통운 택배 출하(익일오전)  ☞ 각 지역 해당 영업소로 이동(익일 오후)순으로 배송이 
이루어지고 있습니다.						",배송
373,"
							배송지연의 경우  부분배송에 대해서는 아뜨랑스가 운송비 부담으로 부분배송을 처리해 드립니다.
고객게시판(Q&A) 또는 톡톡  카카오 상담톡을 통하여 부분배송 받고 싶은 상품을 남겨주시면 확인후 처리해 드리겠습니다.						",배송
374,"
							네 가능합니다. 고객요청에의해 부분배송을 할 경우 추가배송비 3 000원을 입금받고 처리해 드리고 있습니다.
[입금계좌 ]
국민/468001-01-111971   예금주 : 에스엔패션그룹(주)
농협/301-0095-6307-61   예금주 : 에스엔패션그룹(주)
우리/1005-401-918043   예금주 : 에스엔패션그룹(주)
고객게시판(Q&A) 또는 톡톡을 통하여 부분배송 받고 싶은 상품을 남겨주시면 확인후 처리해 드리겠습니다.						",배송
375,"
아뜨랑스의 오늘출발 시스템은  오늘출발에 해당되는 제품을 주문 결제하시면 당일 출고되어 다음날 고객님께 상품을 전달하는 배송 시스템입니다주문 시간은 카드/핸드폰 결제 평일- 밤9시 주말(토 일)은 저녁8시까지 결제평일/밤9시까지 주문건:익일수령토요일~일요일 저녁8시까지 주문건: 월요일 수령 무통장 입금 평일- 밤9시 주말(토 일)은 저녁8시까지 결제평일/밤9시까지 주문건:익일수령토요일~일요일 저녁8시까지 주문건: 월요일 수령※일부 지역은 택배사 사정에 따라 다음날 수령이 불가능 할 수 있습니다. ",배송
376,"
모든 상품이 오늘출발 상품에 해당 되지는 않습니다 
모든 주문이 실시간 재고와 연동이 되기 때문에 색상 사이즈등 옵션에 따라 오늘출발이 안되는 상품이 있습니다.
이점 확인 하시고 주문 제품이 오늘출발 상품이 맞는지를 확인 부탁드립니다. ★오늘출발은 오늘출발 단품이나  오늘출발에 해당하는 상품끼리 주문하실 경우에만 해당됩니다.
일반상품과 함께 주문하실경우  오늘출발 되지 않을 수 있습니다. ",배송
377,"
							금일 주문 결제건은 익일정도 출고예정일 안내 드릴수 있답니다.
번거로우시더라도 익일 오후 3시정도 문의 한번더 남겨주시면
확인후 재안내 드릴수 있도록 하겠습니다.
고맙습니다~^^
다른 문의사항 있으실 경우 당사 홈페이지  
문의게시판(1:1문의)  톡톡에 문의 남겨주시면
빠르고 친절하게 답변드리도록 하겠습니다.						",배송
378,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.

",배송
379,"
							변경 / 취소를 희망하시는 상품의 정확한 상품명과 옵션을 당사 홈페이지  
문의게시판(1:1문의)이나 톡톡 에 남겨 주세요.
배송은 실시간으로 이루워지고 있어 오후 12시 이전을 문의 주신건에 한하여 변경 / 취소 가능 합니다.
주문상태는 배송전으로 되어 있으나  이미 포장되어 택배사로 넘어간 경우 변경 / 취소가 불가하고
출고된 후엔는 일반 교환 반품으로 접수하여 처리되니 유의해 주세요(교환 반품시 배송비 고객님 부담)
※ 배송전 상품을 변경하셨다면 배송 일정에도 변동 될 수 있으니 참고 부탁드려요.						",배송
380,"
							출고된 상품은 아뜨랑스 IL센터에서 CJ대한통운으로 운송되어 운송장정보를 전송하는 시간이 필요 합니다.
운송장 번호를 이용한 배송조회는 저녁 8~9시 이후 가능하고  출고후 보통 1~2일 이내에 발송이 완료 됩니다.
간혹 시스템 오류로 배송추적이 되지 않을 경우 당사 홈페이지  문의게시판(1:1문의)이나
톡톡 에 남겨 주세요.						",배송
381,"
							배송이 완료된 상품은 아뜨랑스 IL센터에서 정상적으로 출고되어 CJ대한통운에 이동 경유중인 상품으로
출고당시 운송장 번호를 파악하여 마이페이지의 배송추적을 하시거나 CJ대한통운
https://www.doortodoor.co.kr/main/index.jsp 에 운송장 정보를 조회하면 해당지점의 연락처가 확인 가능합니다.
만일 대한 통운과 연락 어렵거나 처리가 지연될 경우 당사 홈페이지  문의게시판(1:1문의)이나
톡톡 에 남겨 주세요.						",배송
382,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.
",배송
383,"
							* CJ대한통운 택배로 보내실경우 :서울특별시 강남구 논현동 208-2 아뜨랑스[학동로208]
* CJ대한통운이 아닌 타택배 선결제로 보내실경우 : 서울특별시 구로구 구로동 237-14 지하1층 아뜨랑스 담당						",배송
384,"
							해외에서 구매하신 경우에는 교환 및 반품이 어려우시니 참고해 주세요.
단  국내배송 교환 및 반품 내용을 지켜주시고 해외 배송비를 고객님이 부담해주실 경우 처리해 드리고 있습니다.
(EX.물품수령후 반품시에는 게시판 혹은 콜센터로 교환및 반품 의사를 알려주시고 7일 이내에 아뜨랑스에 도착..등등/ 교환및 반품 내용을 참고해 주세요)						",배송
385,"
아뜨랑스 새벽도착은[오늘출발]상품 구매시 선택하실 수 있는 배송 방법입니다.평일 밤 9시까지 주문하시고 결제 하실때 배송 방법중 [새벽도착]을 선택하시면 주문 상품이 오전 10시전까지 배송되는 배송 서비스 입니다.서울 경기  인천지역만 배송 가능 합니다.일반 배송비에 + 1 000원이 추가로 결제 됩니다. ",배송
386,"
아뜨랑스 오늘도착은[오늘출발]상품 구매시 선택하실 수 있는 배송 방법입니다.평일 낮 3시  토요일 오전 10시까지 주문하시고 결제 하실때 배송 방법중 [오늘 도착]을 선택하시면 주문 상품이 오후 10시전까지 배송되는 배송 서비스 입니다.배송가능 지역은 2021년6월28일 부터 확대되어 서울 및 경기 일부지역에 배송됩니다.[오늘도착]이 확대 서비스 되는 경기도 지역은 [성남  하남  과천  광명  안양  고양 일산서구  고양 일산동구  부천  인천 계양구  인천 부평구  인천 미추홀구] 입니다.일반 배송비에 + 1 000원이 추가로 결제 됩니다. ",배송
387,I가입/인증I 회원 가입은 어떻게 하나요?,회원
388,I로그인/정보I 회원 정보 수정은 어디서 하나요,회원
389,I탈퇴/기타I 비회원으로 구매를 하려고 하는데 주의해야 할 점이 있나요,회원
390,I탈퇴/기타I 회원 탈퇴는 어떻게 하나요?,회원
391,I탈퇴/기타I 회원 탈퇴를 취소하고 싶습니다.,회원
392,I혜택I 생일 쿠폰은 언제 발급되나요?,회원
393,I가입/인증I 휴대폰 번호 인증 시 이미 존재하는 휴대폰이라고 뜰 때는 어떻게 해야 하나요?,회원
394,I로그인/정보I 아이디 및 비밀번호를 변경할 수 있나요,회원
395,휴면 회원은 무엇인가요?,회원
396,I탈퇴/기타I 휴면 회원 전환 예정 메일을 받았어요.,회원
397,I로그인/정보I 아이디와 비밀번호가 기억나지 않아요.,회원
398,I가입/인증I 본인인증은 어떻게 하나요?,회원
399,I가입/인증I 문자가 오지 않아요.,회원
400,I가입/인증I 잘못했는데 초기화 가능한가요,회원
401,I가입/인증I 안되는 경우 상품은 구매 할 수 있나요?,회원
402,I로그인/정보I 소셜 로그인은 어떻게 이용하나요?,회원
403,I로그인/정보I 애플(Apple) 로그인 및 애플(Apple) 계정 연동이 안 됩니다.,회원
404,I로그인/정보I 소셜 로그인(카카오  Apple) 연동을 해제하고 싶어요. 어떻게 하면 되나요?,회원
405,"회원 정보 수정은 아래 경로로 직접 변경 가능합니다. 

■ 회원 정보 수정 
모바일(앱/웹) : 마이페이지 > 내 정보 관리 > 오른쪽 위 톱니바퀴
PC(웹) : 마이페이지 > 회원정보 변경
※ 원활한 주문 및 배송을 위해 회원 정보를 정확하게 기재해 주세요.

■ 이름 개명 시 수정
모바일(앱/웹) : 마이페이지 > 내 정보 관리 > 오른쪽 위 톱니바퀴 > 회원 정보 > 이름/휴대전화/생년월일
PC(웹) : 마이페이지 > 회원정보 변경 > 이름수정

※ 개명한 이름이 NICE 평가 정보에 등록되어 있어야 합니다.
※ 본인인증을 통해 NICE 평가 정보 적용된 이름(실명)을 기준으로 변경됩니다.
NICE 평가정보 실명 등록하러 가기
마이페이지 바로 가기
 ",회원
406,"비회원 주문 시 주문 내역(배송 및 교환  환불 등) 조회를 위해 주문번호를 알고 있어야 합니다. 

※ 주문 완료 시 주문번호는 알림톡을 통해 발송됩니다. 
※ 무신사 회원으로 주문하면 할인 및 적립금과 사은품 등의 다양한 혜택을 받을 수 있습니다.",회원
407,"탈퇴는 마이페이지 > 내 정보 관리에서 직접 신청해 주셔야 합니다. 

■ 탈퇴 경로
모바일(앱/웹) : 마이페이지 > 내 정보 관리 > 오른쪽 위 톱니바퀴 > 회원 정보 > 회원 탈퇴 
PC(웹) : 마이페이지 > 회원정보 변경 > 회원 탈퇴 

※ 회원 탈퇴 시 무신사 페이도 탈퇴 되고 솔드아웃 앱에서는 무신사 아이디로 로그인이 가능하지 않습니다.
※ 탈퇴 신청일로부터 5일 내 다시 로그인 하면 탈퇴 신청이 취소됩니다.",회원
408,"탈퇴 신청일로부터 5일 이내 재로그인 시 탈퇴 신청이 취소됩니다. 

※ 탈퇴 5일 후에는 개인 정보가 삭제되어 탈퇴 취소가 가능하지 않습니다.
※ 정보가 삭제 되면 회원 가입을 다시 해주셔야 합니다. ",회원
409,"생일 쿠폰은 등록된 회원 정보의 생년월일을 기준으로 3일 전에 지급됩니다.
*지급 일자에 휴면 계정인 경우 생일 쿠폰은 지급되지 않습니다.

회원 정보 확인하기",회원
410,"인증하려는 휴대전화 번호가 다른 아이디 또는 사용자에 의해 인증이 완료되어 있는 경우 이미 존재하는 휴대전화로 확인됩니다.
해당 문구가 확인되는 경우 중복으로 추가 인증이 가능하지 않습니다. 

번거로우시겠지만 실사용자 확인을 위해 고객센터 문의해 주세요. ",회원
411,"아이디는 변경이 가능하지 않지만 비밀번호는 변경 가능합니다. 

■ 비밀번호 변경 경로 
모바일(앱/웹) : 마이페이지 > 내 정보 관리 > 오른쪽 위 톱니바퀴 
PC(웹) : 마이페이지 > 회원정보 변경

※ 탈퇴 후 재가입을 하더라도 동일한 아이디는 사용할 수 없습니다.
※ 탈퇴 시 아이디를 제외한 모든 개인 정보는 삭제 됩니다.",회원
412,고객님의 소중한 개인 정보 보호를 위해 1년간 무신사 로그인 이력이 없는 경우  휴면상태로 전환하여 별도의 장치에 안전하게 분리보관됩니다.,회원
413,"1년간 무신사 스토어 로그인이 없는 경우 휴면 회원 전환 안내 메일이 발송 됩니다. 

휴면 전환 30일 전  로그인이 11개월간 없는 경우 전환 예정 메일이 발송 됩니다.
휴면 회원 전환을 원하지 않는 경우  전환 확정 이전에 로그인해 주시면 휴면 전환이 취소됩니다.",회원
414,"로그인 화면에서  아이디 찾기/비밀번호 찾기를 통해 확인 가능합니다.
아래 3가지 방법 중 하나로 진행해 주세요.

■ 휴대전화
회원 정보에 등록된 본인의 휴대전화 번호를 인증하는 방법입니다.
※ 단  휴대전화 번호를 변경했다면 다른 방법을 이용해 주세요.

■ 이메일
회원 정보에 등록된 본인의 이메일 주소를 인증하는 방법입니다.
※ 단  이메일이 유효하지 않으면 다른 방법을 이용해 주세요.

■ 본인인증
이용 중인 통신사와 휴대전화 번호를 인증하는 방법입니다.
※ 기존에 본인인증을 완료한 회원은 본인인증으로 찾기만 가능 합니다.

※ 비밀번호 재설정을 완료한 휴면 회원은 휴면 해제 및 탈퇴 신청한 회원은 신청이 취소됩니다.
 ",회원
415,I취소/반품(환불)I 상품을 받았는데 환불하고 싶어요.,상품관련
416,I취소/반품(환불)I 교환(환불)이 어려운 경우가 있나요?,상품관련
417,I취소/반품(환불)I 상품은 보냈는데 언제 환불 되나요?,상품관련
418,I취소/반품(환불)I 주문을 취소(옵션변경)를 하고 싶어요.,상품관련
419,I취소/반품(환불)I 실제 카드 취소나 금액은 언제 입금되나요?,상품관련
420,I취소/반품(환불)I 비용은 무료인가요?,상품관련
421,I취소/반품(환불)I 무탠 픽업 주문 후 환불 될 예정이라는 안내를 받았어요.,상품관련
422,I취소/반품(환불)I 부티크 보안실 제거 했는데 교환/환불 가능한가요?,상품관련
423,I취소/반품(환불)I 반품접수는 어떻게 하나요?,상품관련
424,I취소/반품(환불)I 반송장 입력  수정은 어떻게 하나요?,상품관련
425,I취소/반품(환불)I 무탠픽업 주문건을 취소(환불/교환) 하고 싶어요.,상품관련
426,"환불은 배송 완료 후  7일 이내일 경우에만 주문/배송/픽업 조회에서 접수 가능합니다. 

■ 환불 접수 경로
모바일(앱/웹): 마이페이지 > 주문/배송/픽업 조회 > 환불 요청
PC(웹): 마이페이지 > 주문 내역 조회 > 환불 요청

1. 반품할 상품의 환불을 선택해 주세요.

2. 반품 방법을 선택해 주세요.
- 회수해 주세요 : 무신사 자동회수 서비스로 택배기사가 요청한 회수지로 평일 기준 1일 ~ 3일 이내 방문합니다. 
- 직접 발송했어요 : 상품을 받은 택배사와 같은 택배사로 반품 예약해야 합니다. 
※ 반송장 번호가 아직 없다면 반송장 정보는 다음에 등록하기를 선택해 주세요. 

3. 환불 배송비를 선결제해야 합니다.
신용카드 또는 가상계좌 결제만 가능합니다.

4. 상품은 받아본 그대로 포장해서 반품해 주셔야 합니다.
※ 받은 사은품이 있다면 같이 포장해서 반품해 주세요.",상품관련
427,"아래 사유에 해당 되는 경우 교환(환불)이 가능하지 않습니다. 

※ 신발의 경우 브랜드 박스 훼손 시 반품이 가능하지 않으니 받았던 상태 그대로 이중으로 포장해 주세요.
※ 제품에 사용 흔적  오염  세탁  케이스(포장) 손상  라벨 제거  사은품 사용 등의 경우 반품이 가능하지 않습니다. 
※ 속옷  양말 등의 제품과 같이 개봉 후 제품의 가치가 현저히 감소하는 경우 반품이 가능하지 않습니다.
※ 주문 제작 상품의 경우 회원님을 위한 제작 후 배송으로 반품이 가능하지 않습니다. 
※ 회원님의 사유로 교환 진행중인 상품이 품절된 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다. 

상품 포장 잘못된 예시",상품관련
428,,상품관련
429, ,상품관련
430,"환불 진행 과정은 아래 내용 참고해 주세요. 

■ 환불 진행 과정 
상품 회수 > 반품 도착 > 검수 진행 >  환불 진행

※ 상품 회수 후 반품 도착까지 평일 기준 1일 ~ 2일 소요됩니다. 
※ 검수 기간은 평일 기준 1일 ~ 3일 소요됩니다. 
※ 환불 완료되었어도 결제한 수단으로 환불까지 기간이 소요됩니다. 
※ 해외 배송 환불의 경우 평일 기준 7일 이상 소요됩니다. ",상품관련
431,"주문 후 입금 확인 단계라면 마이페이지 > 주문/배송/픽업 조회에서 주문을 취소할 수 있습니다. 
신청 즉시 주문 취소되고 사용한 적립금과 쿠폰은 유효기간이 남아 있는 경우 반환되어 재사용 가능합니다.

입금하지 않은 주문의 옵션 변경을 원하는 경우 주문 취소 후 재주문해 주세요.

※ 입금예정 상태로 재고를 보류해두는 것을 반복할 경우  안내 없이 무신사 스토어 이용이 영구 제한될 수 있습니다.
※ 가상 계좌 결제는 2일 이내 입금하지 않을 경우 주문은 자동으로 취소됩니다.
※ 출고 처리 중 부터는 주소(옵션) 변경 및 취소가 가능하지 않아 상품 받아본 후 교환 또는 환불로 신청해 주셔야 합니다.

주문/배송/픽업 조회 바로 가기",상품관련
432,"결제했던 수단으로 환불되고 각 결제 수단마다 기간이 다릅니다. 
아래 결제수단별 환불 기간을 확인해 주세요.

■ 카드
환불 완료 후 평일 기준 1일 ~ 3일 이내 취소됩니다.
해외 비자 카드의 경우 부분 취소가 가능하지 않습니다.
 
■ 가상 계좌
환불 완료 후 평일 기준 1일 ~ 3일 이내 입금됩니다.
정상 계좌 확인을 위해 인증 후 환불 신청이 가능합니다.
 
■ 휴대전화 소액결제
휴대전화 결제 수수료를 포함해 휴대전화 결제 내역이 취소됩니다.
결제월과 환불월이 다르거나 부분 취소 시 계좌로 환불됩니다.
 
■ 무신사페이  토스  페이코  카카오 페이  네이버 페이  차이 페이 등
환불 완료 후 평일 기준 1일 ~ 2일 이내 연계된 카드는 취소  계좌는 입금으로 처리 됩니다.",상품관련
433,I교환/반품I 상품을 받았는데 교환하고 싶어요.,상품관련
434,I취소/반품(환불)I 교환(환불)이 어려운 경우가 있나요?,상품관련
435,I교환/반품I 상품은 보냈는데 언제 상품 배송 되나요?,상품관련
436,I교환/반품I 같은 브랜드 다른 상품으로 교환 가능 한가요?,상품관련
437,I취소/반품(환불)I 부티크 보안실 제거 했는데 교환/환불 가능한가요?,상품관련
438,I취소/반품(환불)I 반품접수는 어떻게 하나요?,상품관련
439,I취소/반품(환불)I 반송장 입력  수정은 어떻게 하나요?,상품관련
440,I취소/반품(환불)I 비용은 무료인가요?,상품관련
441,I취소/반품(환불)I 무탠픽업 주문건을 취소(환불/교환) 하고 싶어요.,상품관련
