,제목,분류
131,['\nA\n주문상품들의 입고일자 간격이 클 경우 준비된 상품을 우선 발송해드리고 있습니다이때 발생하는 배송료는 룸페커가 부담하며  우선발송 상품은 마이페이지에서 주문내역 조회시 주문 상품별 운송장 조회가 가능합니다. 만일 조회가 명확히 되지 않으실 경우  상담센터나 관련 게시판으로 문의남겨주시면 최대한 빠른 안내드리도록 하겠습니다.\n'],배송
132,['\nA\n일반 상품 보다 배송 기간이 긴 제작 상품  또는 기타 이유로 배송 지연 상품과 다른 상품을 함께 주문하신 경우  추가 배송비용을 받지 않고 부분배송을 해드립니다. (간혹 지연이 아닌 경우 선배송 요청시에는 선배송에 의한 추가적인 개별배송비가 부과되십니다.) \n'],배송
133,['\nA\n우선 배송 지연으로 인해 불편드려 진심으로 죄송합니다..제작 상품은 재고를 거의 보유하고 있으나  리오더시 공정상 조금 지연되는 경우가 생기며 일부 상품은 고객님께서 주문하신 후 상품준비가 됩니다.다양한 상품 공급업체와 재고 확인을 하기 때문에  주문확인이 되는 시간 차에 따라 부득이 하게 지연이 되거나  주문 후 품절이 되는 경우가 발생합니다. 간혹 지연 될 경우 7~15일정도 기간이 소요되며 이럴때엔 게시판에 공지를 하거나 개별안내 드리고 있습니다 \n'],배송
134,['\nA\n오늘 주문건은 다음날 자정을 기준으로 발송준비가 시작됩니다. 판매되고 있는 상품은 크게 재고준비상품과 주문 후 입고상품으로 나눌수 있는데요 주문후 입고상품의 경우 일반의류의 경우 3~5일  신발 또는 가방  가죽세공 상품의 경우 3~10일 소요될수 있으며  주문폭주상품과 수입상품의 경우 생산 및 세관 통관의 시간이 소요되어 다소 지연이 발생할 수 있으니 양해 부탁드립니다.. \n'],배송
135,['\nA\n물품이 실제 발송되기 전이라면 주문취소  변경  추가 모두 가능하답니다.모든 변경사항은 오후 12시이전에 알려주셔야 하며 게시판을 이용하실 경우 실시간 처리가 되지 않을 수 있으니 꼭 고객센터로 연락 부탁 드리겠습니다다만  물품 배송 단계에 따라  변경이 어렵거나 배송이 다소 지연이 될 수 있으니 이점 양해하여 주시기 바랍니다\n'],배송
136,교환&반품하려면 어떻게 해야 하나요?,상품관련
137, 교환&반품 처리는 얼마나 걸리나요.,상품관련
138,교환이나 반품시 배송비는 어떻게 되나요?,상품관련
139,제품을 반송한 송장번호를 분실했어요.,상품관련
140,상품을 받았는데 불량이 있어요,상품관련
141,"[""\nA\n★ 반드시 상품과 투명봉투의\xa0바코드가\xa0일치하도록\xa0넣어서 보내주세요.★ 상품 수령 후\xa07일 이내에 교환/반품 접수되어야 합니다.★ 부분배송 받으신 경우\xa0마지막 상품까지 수령 후 7일 이내에 한박스로 보내주시면 됩니다.\xa0(따로 보내시면 배송비가 별도 부과됩니다)\xa0[ 자동 교환/반품 접수 안내 ]마이페이지에서 교환/반품 요청 및 택배사 자동수거 요청까지 가능합니다!\xa0▶ 반품 자동접수- 모바일 : 마이페이지 > 주문내역 > 선택상품 반품\xa0- PC : 마이페이지 > 주문내역 > 주문상세 > 반품\xa0▶ 교환 자동접수- 모바일 : 마이페이지 > 주문내역 > CS문의 > 교환- PC : 마이페이지 > 주문내역 > 주문상세 > 교환\xa0※ 교환 자동접수는 동일상품만 가능합니다. 타상품 교환시 문의주세요.\xa0※ 여러개 상품을 개별 접수시  반품방법 선택 단계에서 택배접수가\xa0중복으로 되지 않도록\xa01개 상품만 '지정된 택배사 반품' 선택 후 \xa0나머지 상품들은 모두 '개별반품' 선택\xa0해 주세요.\xa0\xa0접수가 불가능한 경우 고객센터(카톡/게시판)으로 문의 주세요 ^^\xa0▶ 타택배 이용시 (선불 발송만 가능)-\xa0대한통운 편의점택배\xa0이용시\xa0: 기존\xa0반품주소지와 동일\xa0(경기 김포시 고촌읍 아라육로57번길 108 김포Bsub 룸페커)- 타택배 이용시 : 경기도 남양주 진건읍 진관리 547-4 R-2 / 전화 : 02-1661-5724\xa0※ 반드시\xa0선불로  주소확인 후 발송\xa0 \xa0착불 또는 대한통운 주소로 발송시 수취거부 처리되어 반송될 수 있으며 \xa0\xa0\xa0 \xa0타택배 이용으로 인한 추가운임 발생시 배송비를 추가로 부담※ 불량/오배송인 경우라도 타택배 비용은 고객 부담이니\xa0 \xa0반드시 대한통운 택배를 통해 보내주셔야 합니다.▶ 지그재그/네이버페이로 구매시 자동수거접수 방법- 지그재그 : 앱 마이페이지 > 주문·배송 > 교환/반품 접수- 네이버페이 : 네이버페이 홈 > 결제내역 > 교환/반품 접수※ 접수가 완료되면 별도로 교환/반품 문의는 하지 않으셔도 됩니다.\xa0※ 네이버페이\xa0시스템상 반품배송비 차감 설정은 구매자만 가능합니다.\xa0 \xa0반품입고 문자수신후 네이버페이 결제내역 > 해당 주문건 반품상세정보 에서\xa0 \xa0차감설정해주시면 바로 환불처리 됩니다.\xa0☞\xa0네이버페이 바로가기\xa0\n\n""]",상품관련
142,['\nA\n상품이 수거된 후 반품처리 완료 되기까지 3~5일 정도 소요될 수 있으며 교환의 경우 보내주신 상품이 입고된 후 상품 준비가 시작되어 거래처 상황에 따라 입고가 지연되거나 상품이품절 될 수 있는 점 양해 부탁드립니다.\xa0\xa0* 반품 송장번호 조회시  저희쪽에 배송완료로 확인된 후 다음날부터 입고된 순차대로 확인하여 처리 됩니다.* 공휴일 및 연휴 시즌 등에는 택배사 수거 중지 및 지연될 수 있으니 양해 부탁드립니다.\xa0\xa0상품이 입고되는대로 최대한 빠른 처리 도와드리도록 노력하겠습니다.\n'],상품관련
143,['\nA\n▶ 반품\xa0(차감 후 환불)-\xa0무료배송 주문건\xa0 반품하지 않는 나머지 상품의 금액이\xa05만원 미만인 경우 \xa0전체 반품시\xa05 000원\xa0/ 5만원 이상인 경우\xa02 500원-\xa0초도배송비 결제 주문건\xa0 부분 반품시\xa02 500원 \xa0전체 반품시\xa05 000원\xa0(초도배송비는 환불되지 않고 \xa0반품배송비만 새로 발생)▶ 교환\xa0(입금)-\xa0교환배송비\xa0: 5 000원\xa0(상품을 저희쪽에 보내는 배송비\xa02 500 +\xa0고객님께 다시 발송되는 배송비\xa02 500)-\xa0타상품 교환시 상품이 저희쪽에 입고된 후 배송비\xa05 000 +\xa0차액 계산하여 입금안내 문자 보내드립니다.\xa0\xa0입금 확인\xa0후\xa0교환 상품 준비가 시작되며 \xa0준비되는대로 발송해 드립니다.\xa0(환불금액 발생시 환불처리)-\xa0타상품 교환시 처음에 무료배송 받으셨으나 총 금액이\xa05만원 미만이 되는 경우 \xa0 초도배송비\xa02 500원이 발생되어 교환배송비는 총\xa07 500원 입니다.\xa0※ 타택배  편의점 택배 선불로 발송시 교환/반품 배송비에서 선불금액 제외\xa0< 배송비 입금 계좌 >우리은행\xa01005-302-175506 (주)룸페커주문자 + 핸드폰번호 뒷4자리로 입금\xa0예) 홍길동1234※ 핸드폰 뒷자리까지 미입력 하신경우 동명이인이 많은 관계로 룸페커 고객센터에 입금날짜를 꼭 전달해 주세요.\xa0\xa0\xa0※\xa0택배비 동봉시 배송 중 분실되는 경우가 상당히 많으며 \xa0분실시 다시 부담해 주셔야 하니 동봉은 꼭 피해주세요.\xa0▶\xa0불량으로 인한 배송비는 룸페커에서 부담합니다. (타택배 이용시 추가운임 고객부담)※ 실제 착용 및 세탁 후에 발견된 불량은 교환/반품 처리가 불가하니  꼭 확인 후 착용 및 세탁 해주세요.-\xa0불량이 아닌 경우\xa0!\xa0 실밥  원단 특유의 화학냄새나 워싱시 발생하는\xa0냄새 등 새제품에서 나는 냄새가 나는 경우\xa0 원단에서 원단찌거기나 먼지 떨어짐 \xa0워싱 팬츠의 주머니 속 돌이나 모래가 있는 경우-\xa0단추 등 부자재가 떨어져있거나 깨짐\xa0:\xa0가능한 경우 부자재만 따로 발송 해 드립니다.\n'],상품관련
144,['\nA\n송장을 분실하셨어도 고객님께서 해당 택배사로 연락하셔서 고객님 정보(성함  연락처  주소  대략적인 발송일)를 알려주시면 확인이 가능합니다. 그러나 기간이 오래 경과된 경우 확인이 어려울 수 있으니  되도록 교환 및 반품처리가 완료될 때까지는 꼭 송장을 보관하시기 바랍니다 \n'],상품관련
145,['\nA\n발송전 1차 2차에 걸쳐 검품후 발송해드리고 있습니다만 사람이 하는일 인지라 놓치는 부분이 발생한답니다. 불편을 드려 진심으로 죄송하구요.착용전의 불량확인이라면 새상품으로 교환처리 해드리거나 수선이 가능하신 상태라면 원하실 경우 지원해드릴수 있는 범위 내에서 수선비용을 드리고 있습니다. 연락주시면 최선의 방법을 다 동원해서 처리해 드리도록 할께요. 다만 착용  수선  세탁하신 뒤 발견된 하자의 경우 어떠한 사유로 인해 하자가 발생했는지 판단이 어려워 일체 교환 반품이 불가하므로 물품을 받으신 뒤 꼼꼼히 살펴보시고 착용부탁드릴께요사이즈 미확인으로 인한 피팅 문제 또는 모니터 해상도에 따른 색상차이 및 이미지와의 느낌차이는 상품의 하자로 적용되지 않습니다\n'],상품관련
146,상품 품절 및 재입고 문의,상품관련
147,결제완료 후에 왜 품절이 되나요?,상품관련
148,['\nA\n모든 상품은 시즌 및 유행에 따라\xa0판매주기가 짧고  \n원단부족이나 불량생산  오랜 출고지연등의 이유로 품절이 되는경우가 발생한답니다이 상품들은 비슷한 상품이나 같은 상품이 다시 들어올때도 간혹있으나 \n그 시기가 정확치 않아  재입고 일자를 안내드리기는 어려운 점 양해부탁드립니다\n'],상품관련
149,['\nA\n우선 많이 기대해주셨을텐데..준비해드리지 못해 진심으로 죄송합니다^^;\n저희 상품중 어떤 제품들은 결제 확인후 익일부터 상품준비에 들어가고 있어\n정확한 상품의 준비 여부 및 출고가능일은 결제확인후 주문건이 접수된 후 재고 확보 요청 이후 알 수 있으며  이럴 경우 개별 연락드리고 있습니다 품절된 상품은 다른 상품으로 교환이나 환불  예치금 적립등 요청하시는 바에 따라 바로 처리됩니다\n'],상품관련
