,제목,분류
115,"
아뜨랑스는 2021년 4월부터 오늘 출발 상품에 한해서 [오늘도착][새벽도착] 서비스를 진행하고 있습니다.주문시 배송방법에서 [오늘도착] [새벽도착]을 이용하시면 보다 빠르게 받아 보실 수 있습니다.2021년6월28일부터 [오늘도착] 서비스지역이 경기 일부지역까지 확대 서비스 됩니다.[오늘도착]이 확대 서비스 되는 경기도 지역은 [성남  하남  과천  광명  안양  고양 일산서구  고양 일산동구  부천  인천 계양구  인천 부평구  인천 미추홀구] 입니다.해당 지역에 거주하시는 아띠님들은 아뜨랑스의 빠른 [오늘도착] 서비스를 경험 하실 수 있습니다.  또한 오늘 출발 상품을 구매하시면 구매한 다음날에 수령하실 수 있으니 가급적 퀵요청은 하지말아주세요^^* ",배송
116,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.
",배송
117,"
							걱정하지 마세요. 고객님.
아뜨랑스에서는 상품을 기다리시는 고객의 마음을 헤아려 
일부 상품 준비가 늦어질 경우 준비된 상품부터 먼저 보내 드리고 있습니다.

마이페이지에서 배송정보를 확인하실 수 있으며 
먼저 보내 드리는 상품에는 선배송 안내장과 함께 발송해 드리고 있습니다.

다른 상품도 빠르게 배송해 드릴 수 있도록 최선을 다 하겠습니다.						",배송
118,"
							배송비는 8만 이하 주문시 3 000원이며  8만원 이상 구매시 배송비는 무료입니다.
-제주도및 도서산간지방은 3 000원의 배송비가 추가로 발생됩니다.

교환시 왕복배송비도 동일하게 편도 3 000원+3 000원입니다.
-제주도및 도서산간지방은 3 000원의 배송비가 추가로 발생됩니다.(왕복시 6 000원 추가금액이 있습니다)						",배송
119,"
아뜨랑스는 고객의 기분 좋은 쇼핑을 위해 교환 및 환불이 원활하게 이루어질 수 있도록 24시간 내내 [마이 페이지]내 [주문내역]에서  직접 신청하실 수 있습니다.  교환/반품에 다른 문의 사항이 있으신경우 고객센터(1644-3225)  1대1 게시판  네이버 톡톡 카카오 상담톡을 통해 문의 해주시면 빠르게 상담 받으실 수 있습니다.배송지 변경(상품 준비중 단계까지만 적용)-[마이페이지] ☞ [주문내역] ☞ [주문번호]-[배송지 변경] ☞ [배송지 추가 - 작성 등록]☞ [배송지 선택]  ☞ [배송지 변경] - [배송지 변경 팝업-확인]  ",배송
120,"
죄송하게도  방문구매는 어렵습니다
대신  사이트에서 구매후 방문수령은 가능하신데요 
1.아뜨랑스 쇼룸 방문 수령 주문시 아뜨랑스 쇼룸으로 배송지를 선택하시면 아뜨랑스 쇼룸에 상품이 도착하면 주문 하신 직원이 고객에게 연락  방문 예정시간을 확정후 쇼룸 방문을 통해 방문 수령이 가능 합니다.쇼룸 방문 수령시 구매 상품을 시착 하신후 상품 반품을 원하시는 경우 쇼룸에 반품하시면 됩니다. 반품비는 청구되지 않습니다.주소 : 서울시 성동구 하왕십리동 286-2번지 모노퍼스 주상복합 1층 아뜨랑스 2.풀필먼트센터 방문 수령사이트 구매하셔서 고객센터 전화접수 또는 네이버 톡톡  카카오 상담톡으로 문의후 풀필먼트센터 방문예정시간을 확정받으시면 됩니다. 주소 : 서울 구로구 구로동 237-14 아뜨랑스 물류센터 ",배송
121,"
							금일 주문 결제건은 당일날 출고예정일 안내드리기 어렵습니다. 익일오후 1시이후부터 출고예정일 안내 드릴수 있답니다. 익일 오후에도 출고예정일 알수 없는 상품들이 있을수는 있습니다.  그럴경우 휴대폰번호와 문의글을  1:1문의게시판 또는 톡톡에 남겨주시면 출고예정일 확인되는데로 문자 안내 드릴수 있습니다.
",배송
122,"
							수령버튼은 고객님께서 상품을 받으셨는지 여부만 확인할뿐 직접적인 배송은 택배측에서 하는것이기 때문에 아무 지장없이 배송됩니다.
수령을 누르게 되면 배송완료가 되면서 교환/반품신청서를 작성하실수 있고 적립금이 쌓이게 된답니다.						",배송
123,"
							배송 메시지란은 배송을 담당하는 택배사 기사님께서 확인을 하는 메세지이므로
CJ대한통운택배 기사님께 전달하실 사항을 남겨주시면 되십니다.
ex) 부재시 경비실에 맡겨주세요./ 오시기전에 전화주세요.
 ※ 동일한 상품을 다량 구매하신 후 
배송메시지를 통해 옵션 변경을 요청하시는 경우가 있으나 배송팀 측에서 확인이 안될 경우가 있으므로 
위와 같은 경우에는 배송메시지에 남기지 마시고  고객센터 또는 톡톡에 문의를 주셔서 변경을 꼭 요청해주세요.						",배송
124,"
							제주도및 도서산간지방의 배송비는 3 000원의 추가 금액이 발생 합니다 
이에 따라 반품시에는 왕복 6 000원의 비용이 추가 발생됩니다.
제주도및 도서산간지방 배송비 :3 000원+3 000원 =6 000원
제주도및 도서산간지방 반품 배송비 :6 000원+6 000원 =12 000원 입니다.
자세한 문의는 1:1게시판이나 고객센터(1644-3225) 네이버 아뜨랑스 톡톡으로 해주세요.						",배송
125,"
							오늘출발은 상시구비상품인경우이나  일부 품목이 주문량이 예상외로 폭주할 경우 일시소진된후 재생산에 들어가 부득히 오늘출발이 어려운경우가 있답니다..
이런 경우 사이트상 알림 또는 안내수정이 이루어지나 한번에 많은 일을 정해진 시간내 처리해야하는 업무 특성상 다소간 대처가 늦어질수 있으니 따뜻한 이해와 너그러운 이해를 부탁드립니다
※ 오늘출발은 오늘출발 단품이나  오늘출발에 해당하는 상품끼리 주문하실경우에만 해당됩니다.
(일반상품과 함께 주문하실경우 오늘출발이 되지 않을 수 있습니다)
",배송
126,"
							주문상품들의 입고일자 간격이 클 경우 준비된 상품을 우선 발송해드리고 있습니다
이때 발생하는 배송료는 아뜨랑스가 부담하며  우선발송 상품은 마이페이지에서 주문내역 조회시 주문 상품별 운송장 조회가 가능합니다. 
만일 조회가 명확히 되지 않으실 경우  고객센터(1644-3225)나 관련 게시판 / 톡톡에 문의남겨주시면 최대한 빠른 안내드리도록 하겠습니다.						",배송
127,"
							주문상품들의 입고일자 간격이 클 경우 준비된 상품을 우선 발송해드리고 있습니다
이때 발생하는 배송료는 아뜨랑스가 부담하며  우선발송 상품은 마이페이지에서 주문내역 조회시 주문 상품별 운송장 조회가 가능합니다. 
만일 조회가 명확히 되지 않으실 경우  상담센터나 관련 게시판 / 톡톡에 문의남겨주시면 최대한 빠른 안내드리도록 하겠습니다.						",배송
128,주문을 따로따로했는데 묶음배송이 가능한가요?,배송
129,주문한 상품이 어디쯤오고 있나 궁금해요!,배송
130,퀵 발송도 해 주나요?,배송
131,주문을 따로따로했는데 묶음배송이 가능한가요?,배송
132,일부 상품이 배송되지 않았습니다.,배송
133,주문시 배송비는 얼마인가요?,배송
134,주문한 상품의 배송주소와 수취인을 변경하려면 어떻게하나요?,배송
135,방문해서 구매 가능 한가요?,배송
136,출고예정일 알고 싶어요,배송
137,상품을 아직 못받았는데 수령을 눌렀어요.괜찮을까요?,배송
138,배송메세지의 기능은 무엇인가요?,배송
139,제주도및 도서산간지방의 배송비는 추가 금액이 있나요?,배송
140,오늘출발 상품을 시켰는데 안오네요.,배송
141,부분배송 안내 문자가 왔어요. 어떤 상품이 오는거죠?,배송
142,메일로 출고가 되었다고 EMS송장번호 받았는데 왜 이렇게 늦나요?,배송
143,"

배송(출고)된 당일은 송장 추적이 불가하며 익일부터 송장 추적이 가능 합니다.

아뜨랑스 출고 ☞ cj 대한통운 택배 출하(익일오전)  ☞ 각 지역 해당 영업소로 이동(익일 오후)순으로 배송이 
이루어지고 있습니다.						",배송
144,"
							배송지연의 경우  부분배송에 대해서는 아뜨랑스가 운송비 부담으로 부분배송을 처리해 드립니다.
고객게시판(Q&A) 또는 톡톡  카카오 상담톡을 통하여 부분배송 받고 싶은 상품을 남겨주시면 확인후 처리해 드리겠습니다.						",배송
145,"
							네 가능합니다. 고객요청에의해 부분배송을 할 경우 추가배송비 3 000원을 입금받고 처리해 드리고 있습니다.
[입금계좌 ]
국민/468001-01-111971   예금주 : 에스엔패션그룹(주)
농협/301-0095-6307-61   예금주 : 에스엔패션그룹(주)
우리/1005-401-918043   예금주 : 에스엔패션그룹(주)
고객게시판(Q&A) 또는 톡톡을 통하여 부분배송 받고 싶은 상품을 남겨주시면 확인후 처리해 드리겠습니다.						",배송
146,"
아뜨랑스의 오늘출발 시스템은  오늘출발에 해당되는 제품을 주문 결제하시면 당일 출고되어 다음날 고객님께 상품을 전달하는 배송 시스템입니다주문 시간은 카드/핸드폰 결제 평일- 밤9시 주말(토 일)은 저녁8시까지 결제평일/밤9시까지 주문건:익일수령토요일~일요일 저녁8시까지 주문건: 월요일 수령 무통장 입금 평일- 밤9시 주말(토 일)은 저녁8시까지 결제평일/밤9시까지 주문건:익일수령토요일~일요일 저녁8시까지 주문건: 월요일 수령※일부 지역은 택배사 사정에 따라 다음날 수령이 불가능 할 수 있습니다. ",배송
147,"
모든 상품이 오늘출발 상품에 해당 되지는 않습니다 
모든 주문이 실시간 재고와 연동이 되기 때문에 색상 사이즈등 옵션에 따라 오늘출발이 안되는 상품이 있습니다.
이점 확인 하시고 주문 제품이 오늘출발 상품이 맞는지를 확인 부탁드립니다. ★오늘출발은 오늘출발 단품이나  오늘출발에 해당하는 상품끼리 주문하실 경우에만 해당됩니다.
일반상품과 함께 주문하실경우  오늘출발 되지 않을 수 있습니다. ",배송
148,"
							금일 주문 결제건은 익일정도 출고예정일 안내 드릴수 있답니다.
번거로우시더라도 익일 오후 3시정도 문의 한번더 남겨주시면
확인후 재안내 드릴수 있도록 하겠습니다.
고맙습니다~^^
다른 문의사항 있으실 경우 당사 홈페이지  
문의게시판(1:1문의)  톡톡에 문의 남겨주시면
빠르고 친절하게 답변드리도록 하겠습니다.						",배송
149,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.

",배송
150,"
							변경 / 취소를 희망하시는 상품의 정확한 상품명과 옵션을 당사 홈페이지  
문의게시판(1:1문의)이나 톡톡 에 남겨 주세요.
배송은 실시간으로 이루워지고 있어 오후 12시 이전을 문의 주신건에 한하여 변경 / 취소 가능 합니다.
주문상태는 배송전으로 되어 있으나  이미 포장되어 택배사로 넘어간 경우 변경 / 취소가 불가하고
출고된 후엔는 일반 교환 반품으로 접수하여 처리되니 유의해 주세요(교환 반품시 배송비 고객님 부담)
※ 배송전 상품을 변경하셨다면 배송 일정에도 변동 될 수 있으니 참고 부탁드려요.						",배송
151,"
							출고된 상품은 아뜨랑스 IL센터에서 CJ대한통운으로 운송되어 운송장정보를 전송하는 시간이 필요 합니다.
운송장 번호를 이용한 배송조회는 저녁 8~9시 이후 가능하고  출고후 보통 1~2일 이내에 발송이 완료 됩니다.
간혹 시스템 오류로 배송추적이 되지 않을 경우 당사 홈페이지  문의게시판(1:1문의)이나
톡톡 에 남겨 주세요.						",배송
152,"
							배송이 완료된 상품은 아뜨랑스 IL센터에서 정상적으로 출고되어 CJ대한통운에 이동 경유중인 상품으로
출고당시 운송장 번호를 파악하여 마이페이지의 배송추적을 하시거나 CJ대한통운
https://www.doortodoor.co.kr/main/index.jsp 에 운송장 정보를 조회하면 해당지점의 연락처가 확인 가능합니다.
만일 대한 통운과 연락 어렵거나 처리가 지연될 경우 당사 홈페이지  문의게시판(1:1문의)이나
톡톡 에 남겨 주세요.						",배송
153,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.
",배송
154,"
							* CJ대한통운 택배로 보내실경우 :서울특별시 강남구 논현동 208-2 아뜨랑스[학동로208]
* CJ대한통운이 아닌 타택배 선결제로 보내실경우 : 서울특별시 구로구 구로동 237-14 지하1층 아뜨랑스 담당						",배송
155,"
							해외에서 구매하신 경우에는 교환 및 반품이 어려우시니 참고해 주세요.
단  국내배송 교환 및 반품 내용을 지켜주시고 해외 배송비를 고객님이 부담해주실 경우 처리해 드리고 있습니다.
(EX.물품수령후 반품시에는 게시판 혹은 콜센터로 교환및 반품 의사를 알려주시고 7일 이내에 아뜨랑스에 도착..등등/ 교환및 반품 내용을 참고해 주세요)						",배송
156,"
아뜨랑스 새벽도착은[오늘출발]상품 구매시 선택하실 수 있는 배송 방법입니다.평일 밤 9시까지 주문하시고 결제 하실때 배송 방법중 [새벽도착]을 선택하시면 주문 상품이 오전 10시전까지 배송되는 배송 서비스 입니다.서울 경기  인천지역만 배송 가능 합니다.일반 배송비에 + 1 000원이 추가로 결제 됩니다. ",배송
157,"
아뜨랑스 오늘도착은[오늘출발]상품 구매시 선택하실 수 있는 배송 방법입니다.평일 낮 3시  토요일 오전 10시까지 주문하시고 결제 하실때 배송 방법중 [오늘 도착]을 선택하시면 주문 상품이 오후 10시전까지 배송되는 배송 서비스 입니다.배송가능 지역은 2021년6월28일 부터 확대되어 서울 및 경기 일부지역에 배송됩니다.[오늘도착]이 확대 서비스 되는 경기도 지역은 [성남  하남  과천  광명  안양  고양 일산서구  고양 일산동구  부천  인천 계양구  인천 부평구  인천 미추홀구] 입니다.일반 배송비에 + 1 000원이 추가로 결제 됩니다. ",배송
